Name,Club,Age,International Reputation,Nationality
S. Denswil,Club Brugge KV,25,1.0,Netherlands
G. Rodríguez,San Lorenzo de Almagro,34,2.0,Argentina
P. Guiñazú,Club Atlético Talleres,39,1.0,Argentina
H. Hateboer,Atalanta,24,1.0,Netherlands
I. Fernández,River Plate,28,1.0,Argentina
L. Blas,En Avant de Guingamp,20,1.0,France
M. Sarr,OGC Nice,19,1.0,France
Mikel Rico,Athletic Club de Bilbao,33,1.0,Spain
F. Neuhaus,Borussia Mönchengladbach,21,1.0,Germany
S. İnan,Galatasaray SK,33,2.0,Turkey
C. Maggio,Benevento,36,2.0,Italy
Mexer,Stade Rennais FC,29,2.0,Mozambique
F. Magnanelli,Sassuolo,33,2.0,Italy
J. Figal,Independiente,24,1.0,Argentina
F. Helander,Bologna,25,1.0,Sweden
J. Gondorf,SC Freiburg,30,2.0,Germany
R. Ghezzal,Leicester City,26,2.0,Algeria
Adama,Wolverhampton Wanderers,22,1.0,Spain
O. Duda,Hertha BSC,23,1.0,Slovakia
R. Bensebaini,Stade Rennais FC,23,2.0,Algeria
L. Depoitre,Huddersfield Town,29,1.0,Belgium
N. Vlašić,PFC CSKA Moscow,20,1.0,Croatia
Rochina,Levante UD,27,1.0,Spain
M. Doherty,Wolverhampton Wanderers,26,1.0,Republic of Ireland
C. Musonda,Vitesse,21,1.0,Belgium
João Teixeira,Vitória Guimarães,25,1.0,Portugal
S. Ward,Burnley,32,2.0,Republic of Ireland
Y. Cardinale,OGC Nice,24,2.0,France
S. Francis,Bournemouth,33,1.0,England
Lafortiscinho,Botafogo,26,1.0,Brazil
M. Valdifiori,SPAL,32,2.0,Italy
Rubén Pérez,CD Leganés,29,1.0,Spain
D. Boyata,Celtic,27,1.0,Belgium
N. Mendy,Leicester City,26,1.0,France
A. Martín Arias,Gimnasia y Esgrima La Plata,25,1.0,Argentina
Pedraza,Villarreal CF,22,1.0,Spain
Ricardo,GD Chaves,35,1.0,Portugal
Tarantini,Rio Ave FC,34,1.0,Portugal
K. Stöger,Fortuna Düsseldorf,24,1.0,Austria
C. Mbemba,FC Porto,23,1.0,DR Congo
A. Limbombe,FC Nantes,23,1.0,Belgium
K. McDonald,Fulham,29,1.0,Scotland
O. Niasse,Everton,28,1.0,Senegal
G. Herrera,Club Atlético Talleres,26,1.0,Argentina
R. Borré,River Plate,22,1.0,Colombia
E. Zukanović,Genoa,31,2.0,Bosnia Herzegovina
A. Elis,Houston Dynamo,22,1.0,Honduras
M. Fernández,Club Necaxa,32,2.0,Chile
D. Rodríguez,Club Tijuana,28,1.0,Uruguay
T. Klose,Norwich City,30,1.0,Switzerland
A. Cornelius,FC Girondins de Bordeaux,25,2.0,Denmark
Kwon Chang Hoon,Dijon FCO,24,1.0,Korea Republic
C. Larin,Beşiktaş JK,23,1.0,Canada
Tchê Tchê,Dynamo Kyiv,25,1.0,Brazil
M. Leckie,Hertha BSC,27,2.0,Australia
L. Quiñones,Deportivo Toluca,27,1.0,Colombia
Fontàs,Sporting Kansas City,28,1.0,Spain
K. Vermeer,Feyenoord,32,2.0,Netherlands
A. Surman,Bournemouth,31,1.0,England
M. Höger,1. FC Köln,28,2.0,Germany
S. Dann,Crystal Palace,31,2.0,England
Jovane Cabral,Sporting CP,20,1.0,Cape Verde
C. Cathcart,Watford,29,1.0,Northern Ireland
Zaldúa,Real Sociedad,26,1.0,Spain
Pelé,AS Monaco,26,1.0,Guinea Bissau
M. Kelly,Crystal Palace,28,2.0,England
Y. Bolasie,Aston Villa,29,2.0,DR Congo
L. Zelarayán,Tigres U.A.N.L.,26,1.0,Argentina
Gelson Fernandes,Eintracht Frankfurt,31,2.0,Switzerland
D. Glushakov,Spartak Moscow,31,1.0,Russia
Lee Jae Sung,Holstein Kiel,25,2.0,Korea Republic
Baiano,Alanyaspor,31,1.0,Brazil
A. Hurtado,Monterrey,31,2.0,Colombia
A. Mierzejewski,Changchun Yatai FC,31,2.0,Poland
V. Janssen,Tottenham Hotspur,24,2.0,Netherlands
E. Paredes,Colo-Colo,37,2.0,Chile
B. Alemán,Ettifaq FC,28,1.0,Uruguay
P. Retsos,Bayer 04 Leverkusen,19,1.0,Greece
J. Hernández,SD Huesca,19,1.0,Colombia
S. Corchia,SL Benfica,27,2.0,France
Rubén Pardo,Real Sociedad,25,2.0,Spain
P. Goltz,Boca Juniors,33,1.0,Argentina
D. Türüç,Kayserispor,25,1.0,Turkey
B. Mechele,Club Brugge KV,25,1.0,Belgium
Kaimo Lima,Fluminense,34,1.0,Brazil
R. Rodelin,En Avant de Guingamp,28,1.0,France
Bobô,Alanyaspor,33,2.0,Brazil
L. Ciman,Dijon FCO,32,1.0,Belgium
D. Ba,Shanghai Greenland Shenhua FC,33,3.0,Senegal
H. Medunjanin,Philadelphia Union,33,2.0,Bosnia Herzegovina
José Cañas,PAOK,31,1.0,Spain
Y. Osorio,Vitória Guimarães,24,1.0,Venezuela
Titi,Göztepe SK,30,1.0,Brazil
Carles Gil,Deportivo de La Coruña,25,2.0,Spain
P. Lasne,Montpellier HSC,29,1.0,France
Lekue,Athletic Club de Bilbao,25,1.0,Spain
A. Silva,Montreal Impact,28,1.0,Uruguay
A. Danjuma Groeneveld,Club Brugge KV,21,1.0,Netherlands
C. Luyindama,Standard de Liège,24,1.0,DR Congo
L. González Pirez,Atlanta United,26,1.0,Argentina
Sergio Álvarez,SD Eibar,26,1.0,Spain
M. Cornet,Olympique Lyonnais,21,1.0,Ivory Coast
M. Schnatterer,1. FC Heidenheim 1846,32,1.0,Germany
O. Kharbin,Al Hilal,24,1.0,Syria
Sergi Guardiola,Getafe CF,27,1.0,Spain
T. Souček,SK Slavia Praha,23,1.0,Czech Republic
Y. Ravet,SC Freiburg,28,1.0,France
T. Serero,Vitesse,28,1.0,South Africa
B. Douglas,Leeds United,28,1.0,Scotland
S. Johnstone,West Bromwich Albion,25,1.0,England
Medrán,Rayo Vallecano,24,1.0,Spain
J. Corona,Cruz Azul,37,2.0,Mexico
I. Fetfatzidis,Olympiacos CFP,27,2.0,Greece
S. Romero,Independiente,29,1.0,Argentina
S. Sinclair,Celtic,29,2.0,England
L. Krejčí,Bologna,25,2.0,Czech Republic
L. Orbán,Racing Club,29,1.0,Argentina
A. Hamdallah,Al Nassr,27,1.0,Morocco
R. Tapia,Feyenoord,22,1.0,Peru
O. Watkins,Brentford,22,1.0,England
Duirval Diniz,Atlético Paranaense,34,1.0,Brazil
Arribas,U.N.A.M.,29,2.0,Spain
B. Dabo,Fiorentina,26,1.0,Burkina Faso
G. Lezcano,Monarcas Morelia,31,1.0,Argentina
Bebeto,Clube Sport Marítimo,28,1.0,Brazil
L. Sobiech,1. FC Köln,27,1.0,Germany
Guerrero,Olympiacos CFP,27,1.0,Spain
K. Boutaïb,Yeni Malatyaspor,31,1.0,Morocco
M. Krohn-Dehli,Deportivo de La Coruña,35,2.0,Denmark
Lucas Torró,Eintracht Frankfurt,23,1.0,Spain
J. Vossen,Club Brugge KV,29,2.0,Belgium
J. Rodríguez,Lobos BUAP,25,1.0,Mexico
M. Pasqual,Empoli,36,2.0,Italy
Zubeldia,Real Sociedad,21,1.0,Spain
Da Costa,Bologna,34,1.0,Brazil
D. Kolář,Viktoria Plzeň,32,1.0,Czech Republic
M. Zaldivia,Colo-Colo,27,1.0,Argentina
S. Ghoddos,Amiens SC,24,1.0,Iran
A. Bălută,SK Slavia Praha,24,1.0,Romania
T. Melia,Sporting Kansas City,32,1.0,United States
A. Di Gaudio,Parma,28,1.0,Italy
N. Milenković,Fiorentina,20,1.0,Serbia
V. Demirel,Fenerbahçe SK,36,2.0,Turkey
L. Cooper,Leeds United,26,1.0,Scotland
Edercinho Sepa,Grêmio,30,1.0,Brazil
A. Morelos,Rangers FC,22,1.0,Colombia
J. Chester,Aston Villa,29,1.0,Wales
D. Sakho,Bursaspor,28,1.0,Senegal
E. Velázquez,Rayo Vallecano,24,1.0,Uruguay
M. Waris,FC Nantes,26,1.0,Ghana
T. Matavž,Vitesse,29,2.0,Slovenia
Y. Khacheridi,PAOK,30,1.0,Ukraine
Y. Gerhardt,VfL Wolfsburg,24,2.0,Germany
K. Laifis,Standard de Liège,25,1.0,Cyprus
J. Hoilett,Cardiff City,28,2.0,Canada
Pascoal Muscato,Santos,26,1.0,Brazil
J. Furch,Santos Laguna,28,1.0,Argentina
Fransérgio,SC Braga,27,1.0,Brazil
S. Gümüş,Galatasaray SK,24,1.0,Germany
Anselmo,Al Wehda,29,1.0,Brazil
J. Silva,CD Leganés,24,1.0,Argentina
Manquillo,Newcastle United,24,1.0,Spain
Daniel Candeias,Rangers FC,30,1.0,Portugal
R. Rey,PAOK,27,1.0,Argentina
U. Račić,Valencia CF,20,1.0,Serbia
André Sousa,Real Sporting de Gijón,27,1.0,Portugal
G. Ortíz,Club Atlético Colón,25,1.0,Argentina
A. Ademi,Dinamo Zagreb,27,1.0,FYR Macedonia
P. Roberts,Girona FC,21,1.0,England
Daniel Ayala,Middlesbrough,27,1.0,Spain
M. Kempf,VfB Stuttgart,23,1.0,Germany
R. Khedira,FC Augsburg,24,1.0,Germany
M. Casco,River Plate,30,1.0,Argentina
Caio Milaçar,Ceará Sporting Club,34,1.0,Brazil
O. Norwood,Sheffield United,27,1.0,Northern Ireland
C. Träsch,FC Ingolstadt 04,30,2.0,Germany
C. Atsu,Newcastle United,26,1.0,Ghana
A. Touré,AS Monaco,22,1.0,Mali
Eduardo,Vitesse,35,2.0,Portugal
M. Andújar,Estudiantes de La Plata,34,2.0,Argentina
K. Olsson,AIK,23,1.0,Sweden
E. Krafth,Amiens SC,23,1.0,Sweden
R. Jack,Rangers FC,26,1.0,Scotland
M. Luongo,Queens Park Rangers,25,1.0,Australia
L. Jara,Boca Juniors,27,1.0,Argentina
M. Andreolli,Cagliari,32,2.0,Italy
A. Chahechouhe,Fenerbahçe SK,31,1.0,Morocco
I. Kutepov,Spartak Moscow,24,1.0,Russia
J. Pivarić,Dynamo Kyiv,29,1.0,Croatia
E. Goldaniga,Frosinone,24,1.0,Italy
Elias Fontoira,Internacional,34,1.0,Brazil
E. Saric,Suwon Samsung Bluewings,27,1.0,Bosnia Herzegovina
S. Al Faraj,Al Hilal,28,1.0,Saudi Arabia
L. Crisetig,Frosinone,25,1.0,Italy
A. Pritchard,Huddersfield Town,25,1.0,England
D. Calvert-Lewin,Everton,21,1.0,England
T. Koopmeiners,AZ Alkmaar,20,1.0,Netherlands
Joselu,Newcastle United,28,1.0,Spain
G. Svensson,Seattle Sounders FC,31,1.0,Sweden
Enaldo Praz,Grêmio,30,1.0,Brazil
L. Griffiths,Celtic,27,1.0,Scotland
W. Katsande,Kaizer Chiefs,32,1.0,Zimbabwe
S. Kırıntılı,Atiker Konyaspor,33,1.0,Turkey
E. Crivelli,Stade Malherbe Caen,23,1.0,France
Jairo,Hamburger SV,24,2.0,Spain
R. Bazoer,FC Porto,21,2.0,Netherlands
G. Cunningham,Cardiff City,27,1.0,Republic of Ireland
C. Berra,Heart of Midlothian,33,1.0,Scotland
A. Beck,VfB Stuttgart,31,2.0,Germany
K. Roofe,Leeds United,25,1.0,England
G. Imbula,Rayo Vallecano,25,1.0,France
D. Royer,New York Red Bulls,28,1.0,Austria
C. Njie,Olympique de Marseille,24,1.0,Cameroon
K. Lawrence,New York Red Bulls,25,1.0,Jamaica
N. Sánchez,Monterrey,32,1.0,Argentina
N. Benezet,En Avant de Guingamp,27,1.0,France
O. Şahan,Trabzonspor,31,1.0,Turkey
M. Besler,Sporting Kansas City,31,1.0,United States
D. Falcinelli,Bologna,27,1.0,Italy
L. Moore,Reading,25,1.0,England
A. Aguilar,FC Dallas,33,2.0,Colombia
Dani Raba,Villarreal CF,22,1.0,Spain
B. Poulain,Club Brugge KV,30,1.0,France
Y. Nagatomo,Galatasaray SK,31,2.0,Japan
Raúl Fernández,UD Las Palmas,30,1.0,Spain
Alberto,Rayo Vallecano,33,1.0,Spain
J. Obi,Chievo Verona,27,1.0,Nigeria
C. Hourihane,Aston Villa,27,1.0,Republic of Ireland
B. Kuwas,Heracles Almelo,25,1.0,Curacao
Jailson Caeiro,Botafogo,26,1.0,Brazil
D. Chará,Portland Timbers,32,1.0,Colombia
T. Mykhalyk,Lokomotiv Moscow,34,2.0,Ukraine
M. Bešić,Middlesbrough,25,2.0,Bosnia Herzegovina
Alexis,Al Ahli,32,2.0,Spain
E. Puch,Querétaro,31,2.0,Chile
Kel Perinho,Chapecoense,34,1.0,Brazil
C. Coady,Wolverhampton Wanderers,25,1.0,England
M. Estigarribia,Club Atlético Colón,30,1.0,Paraguay
E. Sviatchenko,FC Midtjylland,26,1.0,Denmark
Hugo Goiteira,Ceará Sporting Club,26,1.0,Brazil
L. Dimata,RSC Anderlecht,20,1.0,Belgium
André Horta,Los Angeles FC,21,1.0,Portugal
Fábio Melitinho,Fluminense,34,1.0,Brazil
R. Quaison,1. FSV Mainz 05,24,1.0,Sweden
Luiz Felipe,Lazio,21,1.0,Brazil
T. Sippel,Borussia Mönchengladbach,30,1.0,Germany
B. Nuytinck,Udinese,28,1.0,Netherlands
J. Buffarini,Boca Juniors,29,1.0,Argentina
A. Wakaso,Vitória Guimarães,26,1.0,Ghana
N. Silva,Club Atlético Banfield,28,1.0,Argentina
Castro,Göztepe SK,30,1.0,Portugal
M. Hedges,FC Dallas,28,1.0,United States
João Pereira,Trabzonspor,34,2.0,Portugal
Insua,SD Huesca,24,1.0,Spain
Róber,Levante UD,23,1.0,Spain
Osvaldo Lodeiro,América FC (Minas Gerais),30,1.0,Brazil
Míchel,Real Valladolid CF,29,1.0,Spain
N. Maupay,Brentford,21,1.0,France
J. Rodríguez,Santos Laguna,24,1.0,Uruguay
E. Mor,RC Celta,20,1.0,Turkey
Lato,Valencia CF,20,1.0,Spain
Fernandão,Al Wehda,31,2.0,Brazil
O. Martínez,Santos Laguna,32,1.0,Paraguay
Suk Hyun Jun,Stade de Reims,27,2.0,Korea Republic
N. Maksimović,Getafe CF,23,1.0,Serbia
J. Kembo-Ekoko,Bursaspor,30,1.0,DR Congo
S. Anđelković,Venezia FC,32,1.0,Slovenia
A. Katai,Chicago Fire,27,1.0,Serbia
Fabiano Sonta,Fluminense,26,1.0,Brazil
A. Ioniţă,Cagliari,27,2.0,Moldova
Seoane,CD Lugo,35,1.0,Spain
C. Pizarro,SV Werder Bremen,39,3.0,Peru
Ivo,Henan Jianye FC,31,1.0,Brazil
L. Sané,Orlando City SC,31,2.0,Senegal
Iñigo Pérez,CA Osasuna,30,1.0,Spain
D. Kreilach,Real Salt Lake,29,1.0,Croatia
T. Fosu-Mensah,Fulham,20,1.0,Netherlands
S. Grandsir,AS Monaco,21,1.0,France
B. van Leer,NAC Breda,26,1.0,Netherlands
Diogo Leite,FC Porto,19,1.0,Portugal
Davidson,Vitória Guimarães,27,1.0,Brazil
Dídac Vilà,RCD Espanyol,29,1.0,Spain
A. Ciciretti,Parma,24,1.0,Italy
Jorge,FC Porto,22,1.0,Brazil
E. Didot,En Avant de Guingamp,34,2.0,France
Marlon Nideiro,Grêmio,34,1.0,Brazil
B. Bereszyński,Sampdoria,25,1.0,Poland
A. Hassan,Olympiacos CFP,25,1.0,Egypt
Jacson Zonta,Vitória,34,1.0,Brazil
R. Fanni,Montreal Impact,36,2.0,France
A. Diamanti,Livorno,35,2.0,Italy
E. Cardona,Boca Juniors,25,2.0,Colombia
S. Prcić,Levante UD,24,1.0,Bosnia Herzegovina
Leo Caldeirinha,Vitória,34,1.0,Brazil
T. Sainsbury,PSV,26,1.0,Australia
Edgar Ié,LOSC Lille,24,1.0,Portugal
Alvildo Sousa,Sport Club do Recife,34,1.0,Brazil
F. Đuričić,Sassuolo,26,1.0,Serbia
J. Boëtius,1. FSV Mainz 05,24,1.0,Netherlands
F. Mubele,Toulouse Football Club,24,1.0,DR Congo
A. Chávez,Club Atlético Huracán,27,1.0,Argentina
V. Kovalenko,Shakhtar Donetsk,22,1.0,Ukraine
Y. Kaboul,Watford,32,2.0,France
R. Meggiorini,Chievo Verona,32,2.0,Italy
B. Sagna,Montreal Impact,35,3.0,France
Rafael Vaz,Universidad de Chile,29,1.0,Brazil
Robson Denho,Sport Club do Recife,26,1.0,Brazil
Renatinho,Guangzhou R&F; FC,29,1.0,Brazil
J. Toljan,Borussia Dortmund,23,2.0,Germany
Claudiano Sobrino,Chapecoense,34,1.0,Brazil
S. M'Bia,Toulouse Football Club,32,2.0,Cameroon
Hélton Celanova,Internacional,26,1.0,Brazil
S. Sosa,Monarcas Morelia,31,1.0,Uruguay
Erick Gameira,Atlético Paranaense,26,1.0,Brazil
Pol Lirola,Sassuolo,20,1.0,Spain
M. Jajalo,Palermo,30,1.0,Bosnia Herzegovina
H. Mukhtar,Brøndby IF,23,1.0,Germany
William,VfL Wolfsburg,23,1.0,Brazil
G. Bong,Brighton & Hove Albion,30,1.0,Cameroon
N. Hult,AEK Athens,28,1.0,Sweden
J. Geis,FC Schalke 04,24,2.0,Germany
L. Cavallini,Puebla FC,25,1.0,Canada
P. Verhaegh,VfL Wolfsburg,34,2.0,Netherlands
Jadson Vidigal,Grêmio,26,1.0,Brazil
Álvaro Jiménez,Real Sporting de Gijón,23,1.0,Spain
O. Vranješ,RSC Anderlecht,28,1.0,Bosnia Herzegovina
M. Bauer,Stoke City,26,1.0,Austria
O. Kayode,Shakhtar Donetsk,25,1.0,Nigeria
I. Nestorovski,Palermo,28,1.0,FYR Macedonia
F. Castillo,Club Tijuana,26,1.0,Colombia
Bruno Varela,SL Benfica,23,1.0,Portugal
L. Narsingh,Swansea City,27,2.0,Netherlands
K. Djidji,Torino,25,1.0,Ivory Coast
L. Robles,New York Red Bulls,34,1.0,United States
G. Shinnie,Aberdeen,26,1.0,Scotland
L. Rizzo,Foggia,26,1.0,Italy
I. Konaté,RB Leipzig,19,1.0,France
B. Ecuélé Manga,Cardiff City,29,1.0,Gabon
J. Córdoba,1. FC Köln,25,1.0,Colombia
Edvaldisco,Botafogo,26,1.0,Brazil
G. Sakai,Hamburger SV,27,2.0,Japan
A. González,Monterrey,23,1.0,Mexico
R. Rosales,RCD Espanyol,29,2.0,Venezuela
J. Dueñas,Tigres U.A.N.L.,29,1.0,Mexico
N. De Préville,FC Girondins de Bordeaux,27,2.0,France
Diogo Figueiras,SC Braga,27,1.0,Portugal
A. El Ghazi,Aston Villa,23,1.0,Netherlands
P. Aguilar,Club América,32,2.0,Mexico
K. Dolly,Montpellier HSC,25,1.0,South Africa
F. Mora,U.N.A.M.,24,1.0,Chile
P. Barrientos,Deportivo Toluca,33,1.0,Argentina
H. Rodallega,Trabzonspor,32,2.0,Colombia
A. Epureanu,Medipol Başakşehir FK,31,1.0,Moldova
M. Caraglio,Cruz Azul,29,1.0,Argentina
S. Lung,Kayserispor,29,1.0,Romania
Maurício,Urawa Red Diamonds,26,1.0,Brazil
A. Boruc,Bournemouth,38,2.0,Poland
C. Gordon,Celtic,35,2.0,Scotland
F. Santander,Bologna,27,1.0,Paraguay
A. Ramírez,Atlético Nacional,37,1.0,Colombia
M. Cabrera,Deportivo Cali,32,1.0,Uruguay
B. Valdez,Club América,25,1.0,Paraguay
Pozo,Rayo Vallecano,22,1.0,Spain
Bruno Gaspar,Sporting CP,25,1.0,Portugal
N. Rigoni,Chievo Verona,27,1.0,Italy
I. Kahveci,Medipol Başakşehir FK,22,1.0,Turkey
Sebas Couteira,Atlético Paranaense,30,1.0,Brazil
Walace,Hannover 96,23,1.0,Brazil
R. Shawcross,Stoke City,30,2.0,England
David Simão,Boavista FC,28,1.0,Portugal
C. Rius,Defensa y Justicia,29,1.0,Argentina
B. Martins Indi,Stoke City,26,2.0,Netherlands
P. Rosario,PSV,21,1.0,Netherlands
Álvaro García,Rayo Vallecano,25,1.0,Spain
Kauã Abranches,Paraná,34,1.0,Brazil
A. Gyan,Kayserispor,32,3.0,Ghana
D. Simpson,Leicester City,31,2.0,England
H. Seferović,SL Benfica,26,2.0,Switzerland
R. Sobhi,Huddersfield Town,21,1.0,Egypt
P. Gazzaniga,Tottenham Hotspur,26,1.0,Argentina
F. Mussis,San Lorenzo de Almagro,26,1.0,Argentina
A. Masina,Watford,24,1.0,Italy
J. Błaszczykowski,VfL Wolfsburg,32,2.0,Poland
J. Beausejour,Universidad de Chile,34,2.0,Chile
J. Livermore,West Bromwich Albion,28,2.0,England
D. Kourmpelis,Panathinaikos FC,24,1.0,Greece
Nicolás Formido,Internacional,30,1.0,Brazil
J. Aidoo,KRC Genk,22,1.0,Ghana
Melendo,RCD Espanyol,20,1.0,Spain
E. Pieters,Stoke City,29,2.0,Netherlands
Luisinho,SD Huesca,33,1.0,Portugal
Ramalho,Girona FC,25,1.0,Spain
Kévin Rodrigues,Real Sociedad,24,1.0,Portugal
K. Piątek,Genoa,23,1.0,Poland
R. Vlaar,AZ Alkmaar,33,2.0,Netherlands
R. van Wolfswinkel,FC Basel 1893,29,2.0,Netherlands
Ilie Sánchez,Sporting Kansas City,27,1.0,Spain
Ewerton,1. FC Nürnberg,29,2.0,Brazil
A. Chumacero,Puebla FC,27,1.0,Bolivia
Dani Pacheco,Málaga CF,27,1.0,Spain
L. Rodríguez,Atlético Tucumán,33,1.0,Argentina
A. Jahović,Atiker Konyaspor,31,1.0,FYR Macedonia
M. Britos,Watford,32,2.0,Uruguay
M. Rits,Club Brugge KV,24,1.0,Belgium
S. Deli,SK Slavia Praha,26,1.0,Ivory Coast
H. Traoré,Stade Rennais FC,26,1.0,Mali
Crespo,PAOK,31,1.0,Spain
Rafael,Sampdoria,28,2.0,Brazil
Bigas,SD Eibar,27,1.0,Spain
L. Öztunalı,1. FSV Mainz 05,22,1.0,Germany
M. Jojić,Medipol Başakşehir FK,26,2.0,Serbia
Vitor Bueno,Dynamo Kyiv,23,1.0,Brazil
G. Til,AZ Alkmaar,20,1.0,Netherlands
I. Pussetto,Udinese,22,1.0,Argentina
A. Ajeti,FC Basel 1893,21,1.0,Switzerland
Luiz Araújo,LOSC Lille,22,1.0,Brazil
A. Besedin,Dynamo Kyiv,22,1.0,Ukraine
T. Didillon,RSC Anderlecht,22,1.0,France
Arana,Sevilla FC,21,1.0,Brazil
Zainadine,Clube Sport Marítimo,30,1.0,Mozambique
K. Théophile-Catherine,Dinamo Zagreb,28,2.0,France
A. Gianniotis,Olympiacos CFP,25,1.0,Greece
Bruno Saltor,Brighton & Hove Albion,37,1.0,Spain
M. Stendera,Eintracht Frankfurt,22,2.0,Germany
S. Kalu,FC Girondins de Bordeaux,20,1.0,Nigeria
Juan Cala,UD Las Palmas,28,1.0,Spain
J. Tavernier,Rangers FC,26,1.0,England
W. McKennie,FC Schalke 04,19,1.0,United States
W. Tesillo,Club León,28,1.0,Colombia
A. Mariappa,Watford,31,1.0,Jamaica
S. Morrison,Cardiff City,27,1.0,England
J. Brenet,TSG 1899 Hoffenheim,24,1.0,Netherlands
B. Dack,Blackburn Rovers,24,1.0,England
Y. Kubo,1. FC Nürnberg,24,1.0,Japan
T. Pukki,Norwich City,28,1.0,Finland
William,GD Chaves,26,1.0,Brazil
L. Melgarejo,Spartak Moscow,27,1.0,Paraguay
J. Jones,SV Darmstadt 98,26,1.0,Trinidad & Tobago
I. Sosa,Tigres U.A.N.L.,31,1.0,Argentina
M. Ekici,Fenerbahçe SK,28,2.0,Turkey
A. Nyom,CD Leganés,30,2.0,Cameroon
F. Đorđević,Chievo Verona,30,2.0,Serbia
E. Room,PSV,29,1.0,Curacao
T. Usami,Fortuna Düsseldorf,26,2.0,Japan
Ruben Lima,Moreirense FC,28,1.0,Portugal
Fábio Espinho,Boavista FC,32,1.0,Portugal
L. Marković,Liverpool,24,2.0,Serbia
J. Barrera,Junior FC,22,1.0,Colombia
R. Mora,River Plate,30,1.0,Uruguay
D. Lazović,Genoa,27,1.0,Serbia
M. Burda,Dynamo Kyiv,23,1.0,Ukraine
Tana,UD Las Palmas,27,1.0,Spain
A. Miranchuk,Lokomotiv Moscow,22,1.0,Russia
L. Grabban,Nottingham Forest,30,1.0,England
J. Hušbauer,SK Slavia Praha,28,1.0,Czech Republic
A. Soumaoro,LOSC Lille,26,1.0,France
Patric,Sanfrecce Hiroshima,30,1.0,Brazil
P. Diamanka,CD Numancia,28,1.0,Senegal
A. Pulido,Guadalajara,27,2.0,Mexico
Roger Guedes,Shandong Luneng TaiShan FC,21,1.0,Brazil
D. N'Doye,FC København,33,2.0,Senegal
S. Johansen,Fulham,27,1.0,Norway
I. Afellay,Stoke City,32,2.0,Netherlands
A. Zambo Anguissa,Fulham,22,1.0,Cameroon
N. Lombaerts,KV Oostende,33,2.0,Belgium
C. Chambers,Fulham,23,1.0,England
I. Sangaré,Toulouse Football Club,20,1.0,Ivory Coast
A. Sulu,SV Darmstadt 98,32,2.0,Turkey
M. Pucciarelli,Chievo Verona,27,2.0,Italy
R. Saïss,Wolverhampton Wanderers,28,1.0,Morocco
J. Haberer,SC Freiburg,24,1.0,Germany
E. Dennis,Club Brugge KV,20,1.0,Nigeria
J. Kana-Biyik,Kayserispor,28,2.0,Cameroon
V. Barkas,AEK Athens,24,1.0,Greece
K. Johnsson,En Avant de Guingamp,28,1.0,Sweden
S. Floccari,SPAL,36,2.0,Italy
S. Prödl,Watford,31,2.0,Austria
V. Laurini,Fiorentina,29,1.0,France
A. Eschenko,Spartak Moscow,34,1.0,Russia
S. Okaka,Watford,28,2.0,Italy
J. Kodjia,Aston Villa,28,1.0,Ivory Coast
A. Oyongo,Montpellier HSC,27,1.0,Cameroon
S. Bolat,Royal Antwerp FC,29,1.0,Turkey
A. Behich,PSV,27,1.0,Australia
O. Tannane,FC Utrecht,24,1.0,Morocco
F. Haroun,Royal Antwerp FC,32,1.0,Belgium
D. Gosling,Bournemouth,28,1.0,England
Pedro Santos,Columbus Crew SC,30,1.0,Portugal
J. Larsen,Borussia Dortmund,19,1.0,Denmark
F. Bastians,Tianjin TEDA FC,30,1.0,Germany
J. Ralls,Cardiff City,24,1.0,England
Victorino Magela,Bahia,30,1.0,Brazil
Marc Navarro,Watford,22,1.0,Spain
K. Kamara,Vancouver Whitecaps FC,33,1.0,Sierra Leone
Dória,Santos Laguna,23,1.0,Brazil
S. Serdar,FC Schalke 04,21,1.0,Germany
O. Tufan,Fenerbahçe SK,23,1.0,Turkey
Pedro Rebocho,En Avant de Guingamp,23,1.0,Portugal
I. Strinić,Milan,30,2.0,Croatia
S. Grytebust,Odense Boldklub,28,1.0,Norway
W. Hahn,SC Heerenveen,26,1.0,Netherlands
Adrianiscito,Grêmio,26,1.0,Brazil
L. Fernández,Independiente,27,1.0,Argentina
A. Lozano,Girona FC,25,1.0,Honduras
M. Tisserand,VfL Wolfsburg,25,1.0,DR Congo
M. Ruben,Rosario Central,31,1.0,Argentina
T. Abraham,Aston Villa,20,1.0,England
R. Neustädter,Fenerbahçe SK,30,2.0,Russia
Bebé,Rayo Vallecano,27,1.0,Portugal
M. Vydra,Burnley,26,1.0,Czech Republic
J. Leca,Racing Club de Lens,32,1.0,France
Carmona,Real Sporting de Gijón,30,1.0,Spain
C. Lema,SL Benfica,28,1.0,Argentina
Dentinho,Shakhtar Donetsk,29,1.0,Brazil
L. Villafañez,Alanyaspor,26,1.0,Argentina
D. Brasanac,Deportivo Alavés,26,1.0,Serbia
S. Kljestan,Orlando City SC,32,2.0,United States
W. Morelo,Independiente Santa Fe,31,1.0,Colombia
M. Diop,Beijing Renhe FC,30,1.0,Senegal
C. Benavente,Sporting de Charleroi,24,1.0,Peru
A. del Valle,Millonarios FC,29,1.0,Colombia
R. Ibarra,Club América,27,1.0,Ecuador
J. Musso,Udinese,24,1.0,Argentina
Padilhisco,Bahia,26,1.0,Brazil
F. Forestieri,Sheffield Wednesday,28,1.0,Italy
